#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	sip
#open	2025-03-08-01-59-45
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	uri	date	request_from	request_to	response_from	response_to	reply_to	call_id	seq	subject	request_path	response_path	user_agent	status_code	status_msg	warning	request_body_len	response_body_len	content_type
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	string	string	string	string	string	string	vector[string]	vector[string]	string	count	string	string	count	count	string
1424236412.241601	CASNdK34lfu857rYCl	175.45.176.2	5060	149.171.126.15	5060	0	INVITE	sip:SPrg85gqVpi@xTLzNgKrRTolg.net	-	sip:KkicGSJvl2k3mNu4K7H@175.45.176.2	sip:0bL@149.171.126.15	sip:KkicGSJvl2k3mNu4K7H@175.45.176.2	sip:0bL@149.171.126.15	-	s@175.45.176.2	10419 INVITE	-	SIP/2.0/UDP 175.45.176.2,SIP/2.0/UDP 175.45.176.2	SIP/2.0/UDP 175.45.176.2;rport=5060	-	100	Trying	-	230	0	-
1424236439.776187	CpXB0dZFNyuSnJMag	175.45.176.1	31003	149.171.126.11	5060	0	REGISTER	sip:JPlPYLYT0EAmxvh5@149.171.126.11	-	"AHIms" sip:OSPssvFMshTi94KqYgOETnSrnA4Qv4CbV@175.45.176.1?iDqO=%3csip:uDmieidAQzWSgxqQcjprnU.edu%3e	"F9WXQalJkW" <sip:JPlPYLYT0EAmxvh5@149.171.126.11>	-	-	-	31317@175.45.176.1	9937 REGISTER	ag1dGoo5bkzrxsdfFkWH n9g6	SIP/2.0/UDP 175.45.176.1;rport=31003,SIP/2.0/UDP 175.45.176.1;rport=31003	(empty)	-	-	-	-	229	-	-
1424236513.666211	C4XS1e1le9oRC9Stxb	175.45.176.0	13023	149.171.126.16	5060	0	ACK	sip:dRiN@149.171.126.16	-	"DcGO0zhL" <sip:dUtdVEz7ZGl5IT5ut1dPZIjSL8S@175.45.176.0>	"BPYTrudP" <sip:dRiN@149.171.126.16>	-	-	-	3250@175.45.176.0	3627558450 ACK	lO8RVMLCEUj o2zSriRPAmU	SIP/2.0/UDP 175.45.176.0,SIP/2.0/UDP 175.45.176.0	(empty)	-	-	-	-	227	-	-
1424236544.357177	C4uQmI12aCBvNUF5fa	175.45.176.0	32772	149.171.126.18	5060	0	ACK	kjb:ms83wKB3lpY0P	-	"Tpr7v2zJvt" <sip:WMucTHVPXfoE@175.45.176.0>	"3fP5IZjYUm4hmJ" <sip:HnQfTygZmlupoE3wpBzpCoXEpfNn7Ur@149.171.126.18>	-	-	-	16910@175.45.176.0	22657 ACK	dZiKE 3VcVX7iA4i	SIP/2.0/UDP 175.45.176.0,SIP/2.0/UDP 175.45.176.0	(empty)	-	-	-	-	220	-	-
1424236735.022502	CfSLN32BeJeFLskKv6	175.45.176.0	41959	149.171.126.11	5060	0	OPTIONS	sip:IWoP7poYTTPHRnCOLYaXd3d@149.171.126.11	-	"0dL78YkeK" <sip:jE9ZXuHOPP@175.45.176.0>	"enJEqMNKAXjll38" <sip:IWoP7poYTTPHRnCOLYaXd3d@149.171.126.11>	-	-	-	46133@175.45.176.0	21421 OPTIONS	FxtwwU2DgoXmE3j4	SIP/2.0/UDP 175.45.176.0,SIP/2.0/UDP 175.45.176.0	(empty)	-	-	-	-	220	-	-
1424237028.028649	CihKbu33JTYmEkMtK2	175.45.176.2	12266	149.171.126.11	5060	0	WHCAEdM	sip:Flnd8xatGJ55@149.171.126.11	-	"gkROn6xgr1LUEf" <sip:ypJKgyxGpwpQw5MOnEI@175.45.176.2>	"cHCDuL" <sip:Flnd8xatGJ55@149.171.126.11>	-	-	-	25716@175.45.176.2	19404 BYE	exZv6csNc	SIP/2.0/UDP 175.45.176.2,SIP/2.0/UDP 175.45.176.2	(empty)	-	-	-	-	213	-	-
1424237217.397801	CNpdqR0zZLH9TpqBc	175.45.176.0	10232	149.171.126.18	5060	0	CANCEL	sip:cADI21XJKNg3l3TFaLNLXUcPmpqNOBFd@149.171.126.18	-	"yUX8rE8zWOrgo" <sip:qCCxtmiiTOV8vnp0qhCA7xgtmZ85KrF@175.45.176.0>	"0z9mL" <sip:cADI21XJKNg3l3TFaLNLXUcPmpqNOBFd@149.171.126.18>	-	-	-	42848@175.45.176.0	1332731909 CANCEL	PI vl xZIbEG7mI8vUny	SIP/2.0/UDP 175.45.176.0;rport=10232,SIP/2.0/UDP 175.45.176.0;rport=10232	(empty)	-	-	-	-	224	-	-
1424237260.934542	CJindj2DyyovJmuANb	175.45.176.3	64532	149.171.126.15	5060	0	INVITE	sip:X0YH5oQ@71.154.202.199	-	sip:s5oDjunM@133.239.53.237	<sip:USERNAME@71.154.202.199;user=ip>	-	-	-	fosforito@133.239.53.237	921 INVITE	-	SIP/2.0/UDP 133.239.53.237,SIP/2.0/UDP 133.239.53.237	(empty)	-	-	-	-	-	-	-
1424237317.315974	CYeCV331Pkup7kLNse	175.45.176.2	6666	149.171.126.16	5060	0	OPTIONS	sip:Fb3ZPPDGsoJmTwJua0I5mw@149.171.126.16	-	"HG4AJRJfjQGKZ6" <sip:SVGhHpyixsn5NqAIm@175.45.176.2>	"R8kEcn2cncOt6" <sip:Fb3ZPPDGsoJmTwJua0I5mw@149.171.126.16>	"HG4AJRJfjQGKZ6" <sip:SVGhHpyixsn5NqAIm@175.45.176.2>	"R8kEcn2cncOt6" <sip:Fb3ZPPDGsoJmTwJua0I5mw@149.171.126.16>	-	28995@175.45.176.2	2286494129 OPTIONS	yJVY3Z N0kZYiI	SIP/2.0/UDP 175.45.176.2;rport=6666,SIP/2.0/UDP 175.45.176.2;rport=6666	SIP/2.0/UDP 175.45.176.2;received=149.171.126.16	-	380	7853602 UDXWbMmSXOqqUzOsb2kynH6KHkzsWVc9kYKSg7x7bJ0sMixc	-	218	0	-
1424237407.459765	CTZ6LM3frmr1pfvRz2	175.45.176.2	61046	149.171.126.10	5060	0	CANCEL	sip:iGg7dtPd@149.171.126.10	-	"60uEu" <sip:yB2YlYtd2ntQiqQoTJWaAZFFalVdD3MVz@175.45.176.2>	"KWabd7HotTEbL" <sip:iGg7dtPd@149.171.126.10>	"60uEu" <sip:yB2YlYtd2ntQiqQoTJWaAZFFalVdD3MVz@175.45.176.2>	"KWabd7HotTEbL" <sip:iGg7dtPd@149.171.126.10>	-	61371@175.45.176.2	467566131 CANCEL	c7G PXkIWJ7DvJpVm	SIP/2.0/UDP 175.45.176.2;rport=61046,SIP/2.0/UDP 175.45.176.2;rport=61046	SIP/2.0/UDP 175.45.176.2	-	480	Temporarily Unavailable	-	221	0	-
1424237411.291880	CPcIAT31w2ekteHGzd	175.45.176.0	23317	149.171.126.12	5060	0	ACK	sip:iBSXoi1qe7SNMZ4U2@149.171.126.12	-	"jbBopIwb8yNdl" <sip:dfhOPal9on8R@175.45.176.0>	"Hw9tvhMZgL" <sip:iBSXoi1qe7SNMZ4U2@149.171.126.12>	-	-	-	63706@175.45.176.0	1426084286 ACK	x2xAErJl1	SIP/2.0/UDP 175.45.176.0;rport=23317,SIP/2.0/UDP 175.45.176.0;rport=23317	(empty)	-	-	-	-	213	-	-
