#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	sip
#open	2025-03-08-01-53-31
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	uri	date	request_from	request_to	response_from	response_to	reply_to	call_id	seq	subject	request_path	response_path	user_agent	status_code	status_msg	warning	request_body_len	response_body_len	content_type
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	string	string	string	string	string	string	vector[string]	vector[string]	string	count	string	string	count	count	string
1424229960.659384	CHrkGe3bDUG13Mw6t6	175.45.176.2	40114	149.171.126.13	5060	0	wLUiMsJn	sip:dKZAcEr4gw6dtvKXMuXJpBRtjYd476T2@149.171.126.13	-	"TjnSkh5b1p" <sip:rI8g@175.45.176.2>	"nbeUwsa1" <sip:dKZAcEr4gw6dtvKXMuXJpBRtjYd476T2@149.171.126.13>	-	-	-	62499@175.45.176.2	6009 CANCEL	Vt7Id	SIP/2.0/UDP 175.45.176.2,SIP/2.0/UDP 175.45.176.2	(empty)	-	-	-	-	209	-	-
1424230153.232825	CxcnhV3Z3Q8N7Q241a	175.45.176.1	20729	149.171.126.17	5060	0	OPTIONS	sip:RDruENtNqxcLrcm8L0l7@149.171.126.17	-	"G5qXqWrp" <sip:AwT0n@175.45.176.1>	"kKB2xf" <sip:RDruENtNqxcLrcm8L0l7@149.171.126.17>	-	-	-	19239@175.45.176.1	2350860408 OPTIONS	11Ze972ujifLUl1X	SIP/2.0/UDP 175.45.176.1,SIP/2.0/UDP 175.45.176.1	(empty)	-	-	-	-	220	-	-
1424230196.259439	COQRm14TQ0c4OUdRt3	175.45.176.0	22009	149.171.126.18	5060	0	INVITE	sip:VD7zSISzjN@43.70.214.39	-	sip:PIzqpdJfd@80.94.189.237	<sip:USERNAME@43.70.214.39;user=ip>	-	-	-	fosforito@80.94.189.237	921 INVITE	-	SIP/2.0/UDP 80.94.189.237,SIP/2.0/UDP 80.94.189.237	(empty)	-	-	-	-	-	-	-
1424230253.040387	CQWMQx2L0AGbtlnx4c	175.45.176.2	42511	149.171.126.18	5060	0	BYE	sip:XBw9KAz3dFmODktcCndOdIpGWYA4H0tKI@149.171.126.18	-	"jwIyDCXvizhLNy1" <sip:MKv9FHAnpJy9yRmPupOiLOx9I6xh4cdL@175.45.176.2>	"075bpr4jJSUvK" <sip:XBw9KAz3dFmODktcCndOdIpGWYA4H0tKI@149.171.126.18>	"jwIyDCXvizhLNy1" <sip:MKv9FHAnpJy9yRmPupOiLOx9I6xh4cdL@175.45.176.2>	"075bpr4jJSUvK" <sip:XBw9KAz3dFmODktcCndOdIpGWYA4H0tKI@149.171.126.18>	-	53886@175.45.176.2	559869096 BYE	yjxqg3dCSw4Si9yk3Fn	SIP/2.0/UDP 175.45.176.2,SIP/2.0/UDP 175.45.176.2	SIP/2.0/UDP 175.45.176.2;received=149.171.126.18	-	142	141935 laTbwtReQBegwirBbQLKTh4lkc28XpOvXEletXlM	-	223	0	-
1424230341.971774	CbbMlg1eLsRYhANmr4	175.45.176.3	49429	149.171.126.15	5060	0	ACK	sip:gtgxFQHaIomLfd@149.171.126.15	-	"j0j7I0bwfJysU" <sip:amxvIgv6l6gfI7vieTfJdnfquL69l8VPE@175.45.176.3>	"zzNLQtmLmxaMW" <sip:gtgxFQHaIomLfd@149.171.126.15>	"j0j7I0bwfJysU" <sip:amxvIgv6l6gfI7vieTfJdnfquL69l8VPE@175.45.176.3>	"zzNLQtmLmxaMW" <sip:gtgxFQHaIomLfd@149.171.126.15>	-	41081@175.45.176.3	2592616109 ACK	hMdwXqMMynIdMuppFpYu6lMfd	SIP/2.0/UDP 175.45.176.3,SIP/2.0/UDP 175.45.176.3	SIP/2.0/UDP 175.45.176.3;received=149.171.126.15	-	403	Forbidden	-	229	0	-
1424230356.011643	CdzlYN1IxTh4sOlGF6	175.45.176.2	58512	149.171.126.18	5060	0	BYE	sip:kp8ohb3n39Mxnlhv7baR88lu@149.171.126.18	-	"pc6Y9PT1PX3oQ" <sip:mpVuEXutH@175.45.176.2>	Z,IZ4O.J <sip:kp8ohb3n39Mxnlhv7baR88lu@149.171.126.18>	-	-	-	3563@175.45.176.2	33043 BYE	b52YSCVPGG SXMZ5	SIP/2.0/UDP 175.45.176.2,SIP/2.0/UDP 175.45.176.2	(empty)	-	-	-	-	220	-	-
1424230356.628644	CeRDHu14NJFr8yUJOe	175.45.176.1	2082	149.171.126.13	5060	0	OPTIONS	sip:qiBXEKCw3r1iPGMUZirxF8LTAYJk@149.171.126.13	-	"6aghSKVfjWd" <sip:IZSqwGp@175.45.176.1>	"N0wK" <sip:qiBXEKCw3r1iPGMUZirxF8LTAYJk@149.171.126.13>	-	-	-	35137@175.45.176.1	168688207 OPTIONS	Be6LH	SIP/2.0/UDP 175.45.176.1,SIP/2.0/UDP 175.45.176.1	(empty)	-	-	-	-	209	-	-
1424230385.447176	CAdYxB2cLQuW04XGg6	175.45.176.1	15398	149.171.126.10	5060	0	OPTIONS	sip:X8DtjRTKL@149.171.126.10	-	"9H95Qr4qNY4RSy" <sip:lmgC9U5ZKDWiPXrrAbJfxvj@175.45.176.1>	"pCLftfF24p9py" <sip:X8DtjRTKL@149.171.126.10>	-	-	-	36211@175.45.176.1	22393 OPTIONS	K6TGnP	SIP/2.0/UDP 175.45.176.1;rport=15398,SIP/2.0/UDP 175.45.176.1;rport=15398	(empty)	-	-	-	-	210	-	-
1424230629.781291	C1S7IJ2ASjhYSpWaV4	175.45.176.0	56242	149.171.126.16	5060	0	INVITE	sip:IUrzxw@149.171.126.16	-	"QICJK" <sip:QICJK@175.45.176.0>	"IUrzxw" <sip:IUrzxw@149.171.126.16>	"QICJK" <sip:QICJK@175.45.176.0>	"IUrzxw" <sip:IUrzxw@149.171.126.16>	-	46219@175.45.176.0	67 INVITE	-	SIP/2.0/UDP 175.45.176.0,SIP/2.0/UDP 175.45.176.0	SIP/2.0/UDP 175.45.176.0	-	100	TRYING	-	52	204	application/sdp
1424230629.781291	C1S7IJ2ASjhYSpWaV4	175.45.176.0	56242	149.171.126.16	5060	0	INVITE	sip:IUrzxw@149.171.126.16	-	"QICJK" <sip:QICJK@175.45.176.0>	"IUrzxw" <sip:IUrzxw@149.171.126.16>	"QICJK" <sip:QICJK@175.45.176.0>	"IUrzxw" <sip:IUrzxw@149.171.126.16>	-	46219@175.45.176.0	67 INVITE	-	SIP/2.0/UDP 175.45.176.0,SIP/2.0/UDP 175.45.176.0	SIP/2.0/UDP 175.45.176.0	-	100	TRYING	-	52	204	application/sdp
1424230744.362300	CEtvKOZ3LD5k5NvO8	175.45.176.3	12447	149.171.126.18	5060	0	REGISTER	sip:cklbFcAaLYnSYKQAjQviD@149.171.126.18	-	"sjnKMcmuB74" <sip:Ay9SWJ@175.45.176.3>	"nyoqz1xOxPkJ" <sip:cklbFcAaLYnSYKQAjQviD@149.171.126.18>	-	-	-	24758@175.45.176.3	35135 REGISTER	ol6qdDrrFWp	SIP/2.0/UDP 175.45.176.3;rport=12447,SIP/2.0/UDP 175.45.176.3;rport=12447	(empty)	-	-	-	-	215	-	-
